Panel number,Suggested probability,agent 1,agent 2,agent 3,agent 4,agent 5,agent 6,agent 7,agent 8,agent 9,agent 10,agent 11,agent 12,agent 13,agent 14,agent 15,agent 16,agent 17,agent 18,agent 19,agent 20,agent 21,agent 22,agent 23,agent 24,agent 25,agent 26,agent 27,agent 28,agent 29,agent 30,agent 31,agent 32,agent 33,agent 34,agent 35
609,0.001002937380942825,"106","123","13","139","150","152","186","240","27","285","294","318","32","331","362","366","435","443","448","455","467","474","554","579","594","599","600","677","693","75","771","90","900","906","91"
610,0.003133104713652622,"106","120","129","134","158","195","213","236","32","344","426","435","443","447","473","481","521","551","61","644","690","691","75","819","822","825","827","834","875","900","906","91","947","949","950"
611,0.0008602742987318972,"120","13","134","149","150","152","166","186","258","286","294","324","34","392","435","443","517","561","590","614","630","67","771","777","83","871","881","884","900","906","91","950","966","986","996"
612,0.0018328552360861435,"106","165","17","192","211","252","279","336","338","357","435","443","491","500","571","574","591","645","662","705","738","746","747","762","792","828","847","87","900","906","91","936","954","977","996"
613,0.0004302862212014305,"106","108","113","13","134","173","18","192","227","233","26","273","32","379","381","4","40","435","443","525","55","566","573","582","6","609","611","721","752","754","889","900","906","935","99"
614,0.001230062292948129,"110","120","124","126","134","152","186","195","234","237","258","287","304","316","348","351","358","380","389","415","435","443","476","488","619","62","700","703","708","716","779","900","906","91","938"
615,0.00024010903019257518,"106","113","117","120","122","134","150","152","158","186","201","24","242","322","35","406","408","409","435","443","449","473","50","522","59","593","75","838","841","851","854","899","900","903","906"
616,0.0021291329876059312,"146","15","215","231","232","253","269","270","285","304","368","399","422","435","443","472","534","649","66","701","736","75","751","775","794","814","821","824","837","900","906","931","958","981","988"
617,0.0008578363899076582,"144","152","158","163","203","234","244","258","299","315","340","368","387","42","435","44","443","551","564","569","625","650","678","681","778","900","905","906","921","930","951","957","964","990","993"
618,0.0006802308692026802,"101","106","117","120","131","134","139","195","23","32","340","358","36","362","42","435","443","488","518","584","59","598","604","621","650","671","702","75","779","900","906","908","909","91","999"
619,0.0006287959461200729,"106","118","120","140","152","186","189","193","210","242","247","252","289","30","423","435","443","45","466","50","528","593","632","640","641","673","745","75","753","794","797","804","900","906","91"
620,0.00019349520895349634,"21","235","267","273","284","290","375","381","435","443","464","475","480","493","500","531","573","576","577","591","678","732","746","752","754","757","767","781","793","797","805","864","900","906","995"
621,0.0006747701611790252,"107","112","152","186","258","272","350","363","385","402","425","434","435","443","460","468","486","576","647","652","653","702","731","749","82","842","845","852","900","901","906","928","967","974","995"
622,0.0026691440127246616,"106","111","126","133","152","227","231","255","268","32","33","357","435","441","464","509","510","543","548","574","620","626","641","676","713","75","773","790","795","807","830","950","97","977","979"
623,0.003747886148749497,"107","112","113","152","183","194","208","218","276","342","371","434","435","443","454","474","499","516","549","557","570","669","706","731","740","742","750","766","852","883","900","906","917","920","928"
624,0.001467167608634663,"106","132","152","181","182","186","24","258","29","32","363","435","443","449","494","520","523","64","648","66","681","75","764","774","778","785","81","858","906","92","950","951","965","98","996"
625,4.5898492856191e-13,"106","170","23","304","328","33","358","365","368","392","409","421","435","443","464","515","530","541","610","649","650","659","701","761","792","794","830","834","84","859","900","906","928","985","999"
626,0.0005284710287759044,"109","129","13","155","157","186","290","297","314","368","393","422","430","435","443","473","476","480","482","493","602","62","684","705","707","718","75","778","795","900","906","944","949","97","984"
627,0.0023622958694889534,"144","150","152","168","203","219","25","263","264","321","384","390","4","435","441","443","484","496","535","558","560","563","564","569","595","740","745","762","784","786","900","906","921","944","999"
628,0.0003761735469796385,"106","120","134","146","155","157","16","215","270","275","32","330","333","352","383","393","435","439","443","47","482","491","500","533","602","649","701","705","712","73","733","75","837","900","906"
629,0.0009707249421775372,"106","120","128","131","134","143","152","173","25","250","266","366","388","405","43","435","443","448","491","492","597","604","622","63","705","707","713","75","831","859","882","906","91","975","989"
630,0.0022002161150773175,"106","113","138","231","26","311","314","315","352","357","435","439","44","443","446","465","470","474","475","493","521","543","566","591","627","689","712","72","794","846","88","900","906","907","967"
631,0.001282401352129855,"113","128","152","186","223","269","291","397","435","443","497","508","534","567","592","682","701","722","80","813","814","821","824","864","872","890","898","900","906","930","950","985","988","991","995"
632,0.001608970955188221,"113","125","127","161","205","218","240","310","348","357","43","435","443","444","474","48","516","535","565","591","619","678","679","698","755","762","821","872","900","906","948","953","988","997","999"
633,0.001662820374690123,"108","135","152","158","22","302","413","432","435","443","447","462","475","481","485","493","514","520","561","565","630","65","669","702","709","73","740","755","76","900","906","947","949","995","997"
634,0.0036354742291306416,"132","137","227","25","318","34","357","399","413","430","435","443","461","469","473","487","491","493","500","530","572","608","613","669","670","705","709","76","780","86","890","900","906","945","986"
635,3.494110382934508e-13,"143","262","304","327","340","366","368","381","391","40","42","435","443","46","464","515","541","620","662","701","706","729","761","794","840","851","900","906","928","931","940","954","958","979","999"
636,0.0020269108208496108,"106","120","134","145","152","158","163","182","188","195","209","212","214","222","234","265","269","304","32","334","372","424","435","443","483","514","631","656","75","79","823","845","906","91","971"
637,0.000988855539884823,"100","106","120","134","142","143","152","16","166","32","33","392","435","443","510","533","544","590","60","67","676","705","707","713","717","75","76","813","848","849","859","904","906","91","935"
638,0.0023046037417696658,"111","148","150","170","171","193","211","242","247","271","289","357","399","423","435","443","466","467","50","531","591","673","68","71","722","802","804","83","867","870","871","900","906","950","985"
